Data,CDI
14/03/2008,0.000417788
17/03/2008,0.00041743
18/03/2008,0.00041743
19/03/2008,0.000417788
20/03/2008,0.000418145
24/03/2008,0.000417788
25/03/2008,0.000417788
26/03/2008,0.00041743
27/03/2008,0.00041743
28/03/2008,0.00041743
31/03/2008,0.000419574
1/4/2008,0.000419217
2/4/2008,0.000417788
3/4/2008,0.000419574
4/4/2008,0.00041886
7/4/2008,0.000419574
8/4/2008,0.000418145
9/4/2008,0.000417788
10/4/2008,0.000418145
11/4/2008,0.000418145
14/04/2008,0.000418145
15/04/2008,0.000418502
16/04/2008,0.000418502
17/04/2008,0.000436326
18/04/2008,0.000436326
22/04/2008,0.00043597
23/04/2008,0.000434903
24/04/2008,0.000434903
25/04/2008,0.000435258
28/04/2008,0.000434903
29/04/2008,0.000434547
30/04/2008,0.000434547
2/5/2008,0.000434903
5/5/2008,0.000434191
6/5/2008,0.000434191
7/5/2008,0.000433835
8/5/2008,0.000433835
9/5/2008,0.000434191
12/5/2008,0.000434191
13/05/2008,0.000434191
14/05/2008,0.000433479
15/05/2008,0.000433479
16/05/2008,0.000433479
19/05/2008,0.000433123
20/05/2008,0.000433835
21/05/2008,0.000433835
23/05/2008,0.000433479
26/05/2008,0.000433835
27/05/2008,0.000433835
28/05/2008,0.000433479
29/05/2008,0.000433123
30/05/2008,0.000433835
2/6/2008,0.000434191
3/6/2008,0.000433479
4/6/2008,0.000433123
5/6/2008,0.000450881
6/6/2008,0.000450881
9/6/2008,0.000451236
10/6/2008,0.000451944
11/6/2008,0.000452299
12/6/2008,0.000452653
13/06/2008,0.000452299
16/06/2008,0.000452299
17/06/2008,0.000452653
18/06/2008,0.000451944
19/06/2008,0.000451944
20/06/2008,0.000451944
23/06/2008,0.000453007
24/06/2008,0.000452653
25/06/2008,0.000452653
26/06/2008,0.000452299
27/06/2008,0.000452299
30/06/2008,0.000453007
1/7/2008,0.000456193
2/7/2008,0.000454424
3/7/2008,0.000453361
4/7/2008,0.000454069
7/7/2008,0.000453715
8/7/2008,0.000454424
9/7/2008,0.000454778
10/7/2008,0.000454069
11/7/2008,0.000453715
14/07/2008,0.000453007
15/07/2008,0.000452653
16/07/2008,0.000453361
17/07/2008,0.000453007
18/07/2008,0.000453007
21/07/2008,0.000453361
22/07/2008,0.000452653
23/07/2008,0.000452299
24/07/2008,0.000479483
25/07/2008,0.000479483
28/07/2008,0.000479131
29/07/2008,0.000479131
30/07/2008,0.000479483
31/07/2008,0.000479835
1/8/2008,0.00048089
4/8/2008,0.000480186
5/8/2008,0.000480538
6/8/2008,0.000480538
7/8/2008,0.000480538
8/8/2008,0.000480186
11/8/2008,0.000479483
12/8/2008,0.000479483
13/08/2008,0.000479835
14/08/2008,0.000479835
15/08/2008,0.000479835
18/08/2008,0.00048089
19/08/2008,0.000480538
20/08/2008,0.000480186
21/08/2008,0.000480186
22/08/2008,0.000479483
25/08/2008,0.000479835
26/08/2008,0.000479483
27/08/2008,0.000479483
28/08/2008,0.000479483
29/08/2008,0.000478779
1/9/2008,0.000479483
2/9/2008,0.000479131
3/9/2008,0.000480538
4/9/2008,0.000479483
5/9/2008,0.000478427
8/9/2008,0.000481242
9/9/2008,0.000480186
10/9/2008,0.00048089
11/9/2008,0.000507182
12/9/2008,0.000505784
15/09/2008,0.000505784
16/09/2008,0.000506133
17/09/2008,0.000505434
18/09/2008,0.000505434
19/09/2008,0.00050788
22/09/2008,0.000508928
23/09/2008,0.000506832
24/09/2008,0.000505784
25/09/2008,0.000506133
26/09/2008,0.000506133
29/09/2008,0.000505434
30/09/2008,0.000505784
1/10/2008,0.000505434
2/10/2008,0.000506483
3/10/2008,0.00050788
6/10/2008,0.000511372
7/10/2008,0.000509627
8/10/2008,0.000508579
9/10/2008,0.00050788
10/10/2008,0.00050823
13/10/2008,0.000509976
14/10/2008,0.000507531
15/10/2008,0.000508928
16/10/2008,0.00050823
17/10/2008,0.000507531
20/10/2008,0.000508579
21/10/2008,0.000506832
22/10/2008,0.000504385
23/10/2008,0.000506133
24/10/2008,0.000507182
27/10/2008,0.000507182
28/10/2008,0.000507531
29/10/2008,0.000506832
30/10/2008,0.000505085
31/10/2008,0.000505784
3/11/2008,0.000505434
4/11/2008,0.000504735
5/11/2008,0.000504735
6/11/2008,0.000502637
7/11/2008,0.000502287
10/11/2008,0.000502637
11/11/2008,0.000501237
12/11/2008,0.000499137
13/11/2008,0.000493532
14/11/2008,0.000493882
17/11/2008,0.000494934
18/11/2008,0.000493882
19/11/2008,0.000482296
20/11/2008,0.000480538
21/11/2008,0.000487918
24/11/2008,0.000490726
25/11/2008,0.000490024
26/11/2008,0.000490375
27/11/2008,0.00049283
28/11/2008,0.000497737
1/12/2008,0.000501587
2/12/2008,0.000501937
3/12/2008,0.000501237
4/12/2008,0.000501587
5/12/2008,0.000501237
8/12/2008,0.000501237
9/12/2008,0.000501587
10/12/2008,0.000501237
11/12/2008,0.000501237
12/12/2008,0.000500887
15/12/2008,0.000501237
16/12/2008,0.000501237
17/12/2008,0.000501937
18/12/2008,0.000502637
19/12/2008,0.000501237
22/12/2008,0.000502987
23/12/2008,0.000501587
24/12/2008,0.000503336
26/12/2008,0.000502987
29/12/2008,0.000505784
30/12/2008,0.000506483
31/12/2008,0.000506832
2/1/2009,0.000506832
5/1/2009,0.000505784
6/1/2009,0.000506133
7/1/2009,0.000506483
8/1/2009,0.000506133
9/1/2009,0.000506483
12/1/2009,0.000506133
13/01/2009,0.000506133
14/01/2009,0.000506133
15/01/2009,0.000506832
16/01/2009,0.000506483
19/01/2009,0.000498437
20/01/2009,0.000500887
21/01/2009,0.000506483
22/01/2009,0.000471382
23/01/2009,0.000471382
26/01/2009,0.000471735
27/01/2009,0.000471735
28/01/2009,0.000471735
29/01/2009,0.000471735
30/01/2009,0.000471382
2/2/2009,0.000472087
3/2/2009,0.000471735
4/2/2009,0.000472087
5/2/2009,0.000472087
6/2/2009,0.000472087
9/2/2009,0.000471735
10/2/2009,0.000472087
11/2/2009,0.000471735
12/2/2009,0.000472087
13/02/2009,0.000471735
16/02/2009,0.000472087
17/02/2009,0.000471735
18/02/2009,0.000471735
19/02/2009,0.000471735
20/02/2009,0.000471735
25/02/2009,0.000471735
26/02/2009,0.000471735
27/02/2009,0.00047103
2/3/2009,0.000471382
3/3/2009,0.000471735
4/3/2009,0.000471735
5/3/2009,0.000471735
6/3/2009,0.000471735
9/3/2009,0.000471735
10/3/2009,0.000471735
11/3/2009,0.00047103
12/3/2009,0.000418502
13/03/2009,0.000418502
16/03/2009,0.000416001
17/03/2009,0.000414928
18/03/2009,0.000418145
19/03/2009,0.00041886
20/03/2009,0.00041886
